ADDRESSNUM,STREET_NUMBER,STREET_DIRECTION,STREET_NAME,STREET_TYPE,SCHEDULED_COMPLETED,INSP_RE_INSP,PASS_FAIL,INSPECTION_DATE,ORIG_INSPECTION_DATE,ORIG_INSPECTION_TIME,RE_INSPECTION_DATE,START_TIME,END_TIME,INSP_ID,STATION,COMPANY,SHIFT,QUARTER,INSPECTION_TYPE,TOTAL_HOURS,TOTAL_MINUTES,INSPECTION_NOTES,ADDNEW_DATE,ADDNEW_ID,UPDATE_DATE,UPDATE_ID
33016,2317,W,DR MARTIN LUTHER KING,DR,S,INSP,,2/11/2017,,,,,,FP0357,FHQ,I2,D,1,,,,,,,2/12/2016,FP0357
33016,2317,W,DR MARTIN LUTHER KING,DR,C,RE_INSP,F,3/3/2016,2/12/2016,,,,,FP0357,FHQ,I2,D,1,VIOLATION,,,THE STORAGE UNDER THE STAIRWELL HAS BEEN CORRECTED. SIGNS ARE STILL NEEDED AT EACH PULL BOX. DID NOT HAVE ACCESS TO THE WATER HEATER.,3/4/2016,FP0357,8/16/2016,FP0357
33016,2317,W,DR MARTIN LUTHER KING,DR,C,RE_INSP,P,5/18/2016,3/3/2016,,,,,FP0357,FHQ,I2,D,1,VIOLATION,,,ALL VIOLATIONS HAVE BEEN CORRECTED.,,,8/16/2016,FP0357
33021,5009,N,GLEN PARK,PL,C,INSP,P,8/18/2011,,,,,,FP0257,16,E16,3,4,SCHEDULED,,,STORAGE ONLY,10/20/2011,FP0323,10/20/2011,FP0323
33021,5009,N,GLEN PARK,PL,S,INSP,,8/17/2012,,,,,,FP0323,16,E16,3,4,,,,,,,10/20/2011,FP0323
33021,5009,N,GLEN PARK,PL,C,INSP,P,7/30/2012,,,,,,FP0277,16,E16,2,4,YEARLY,,,NO VIOLATIONS,7/30/2012,FP0277,7/30/2012,FP0277
33021,5009,N,GLEN PARK,PL,S,INSP,,7/30/2013,,,,,,FP0277,16,E16,3,4,,,,,,,7/30/2012,FP0277
33021,5009,N,GLEN PARK,PL,S,RE_INSP,,7/30/2013,7/30/2012,,,,,FP0277,16,E16,2,4,,,,,,,7/30/2012,FP0277
33021,5009,N,GLEN PARK,PL,C,INSP,P,7/8/2014,,,,,,FP0342,16,E16,2,4,YEARLY,,,NO VIOLATIONS / NICE AND CLEAN WELL MAINTAINED ,7/29/2014,FP0342,7/29/2014,FP0342
33021,5009,N,GLEN PARK,PL,S,INSP,,7/8/2015,,,,,,FP0342,16,E16,2,4,,,,,,,7/29/2014,FP0342
33102,706,N,WILLIAM KUMPF,BL,C,INSP,P,9/30/2011,,,,,,FP0283,8,E2,1,3,SCHEDULED,,,NO VIOLATIONS,9/30/2011,FP0283,9/30/2011,FP0283
33102,706,N,WILLIAM KUMPF,BL,S,INSP,,9/29/2012,,,,,,FP0283,8,E2,1,3,,,,,,,9/30/2011,FP0283
33102,706,N,WILLIAM KUMPF,BL,C,INSP,P,8/6/2012,,,,,,FP0323,8,E2,3,3,SCHEDULED,,,,8/30/2012,FP0323,8/30/2012,FP0323
33102,706,N,WILLIAM KUMPF,BL,S,INSP,,8/6/2013,,,,,,FP0323,8,E2,3,3,,,,,,,8/30/2012,FP0323
33102,706,N,WILLIAM KUMPF,BL,C,INSP,P,8/5/2013,,,,,,FP0283,8,E2,1,3,SCHEDULED,,,,9/22/2013,FP0283,9/22/2013,FP0283
33102,706,N,WILLIAM KUMPF,BL,S,INSP,,8/5/2014,,,,,,FP0283,8,E2,1,3,,,,,,,9/22/2013,FP0283
33128,811,NE,PERRY,AV,S,INSP,N,9/12/2011,,,,,,FP0301,1,R1,1,,SCHEDULED,,,OUT OF BUISNESS,9/12/2011,FP0301,9/12/2011,FP0301
33128,811,NE,PERRY,AV,S,INSP,,9/11/2012,,,,,,FP0301,1,R1,1,,,,,,,,9/12/2011,FP0301
33128,811,NE,PERRY,AV,S,INSP,N,5/29/2012,,,,,,FP0290,1,R1,3,,YEARLY,,,,5/29/2012,FP0290,5/29/2012,FP0290
33128,811,NE,PERRY,AV,S,INSP,,5/29/2013,,,,,,FP0290,1,R1,1,,,,,,,,5/29/2012,FP0290
33152,3104,W,WILLOW KNOLLS,RD,C,INSP,,12/1/2011,,,,,,FP0261,FHQ,I6,D,4,YEARLY,,,,2/6/2012,FP0261,2/6/2012,FP0261
33152,3104,W,WILLOW KNOLLS,RD,S,INSP,,11/30/2012,,,,,,FP0261,FHQ,I4,D,4,,,,,,,2/6/2012,FP0261
33152,3104,W,WILLOW KNOLLS,RD,C,INSP,F,8/24/2016,,,,,,FP0357,FHQ,I2,D,3,SCHEDULED,,,,8/24/2016,FP0357,11/1/2016,FP0357
33152,3104,W,WILLOW KNOLLS,RD,C,RE_INSP,F,9/22/2016,8/24/2016,,,,,FP0357,FHQ,I2,D,3,VIOLATION,,,NEW OWNERS DIDN'T KNOW I DID AN INSPECTION  THEREFORE  HADN'T MADE ANY CORRECTIONS.,,,11/1/2016,FP0357
33152,3104,W,WILLOW KNOLLS,RD,C,RE_INSP,P,11/1/2016,9/22/2016,,,,,FP0357,FHQ,I2,D,4,VIOLATION,,,ALL VIOLATIONS HAVE BEEN CORRECTED.,,,11/1/2016,FP0357
33173,728,E,FRYE,AV,C,INSP,,8/9/2012,,,,,,FP0286,1,T1,3,3,SCHEDULED,,,,8/24/2012,FP0286,8/24/2012,FP0286
33173,728,E,FRYE,AV,S,INSP,,8/9/2013,,,,,,FP0286,,T1,3,3,,,,,,,8/24/2012,FP0286
33173,728,E,FRYE,AV,S,RE_INSP,F,6/24/2015,5/13/2015,,,,,FP0231,1,T1,2,2,YEARLY,,,CLUTTER UPSTAIRS STORAGE. EXTENSION CORD FROM 1ST BATHROOM RUNS THE 2ND BATHROOM. NO 2ND FLOOR ACESS. HOME MADE DUMBWAITER IN MIDDLE OF STORE. NO GUARD. NO READY ACCESS TO BASEMENT. OPEN SLOTS IN BREAKER PANEL NOT COVERED. SEWER PIPE HAS A HOLE IN IT. ,7/3/2015,FP0231,7/3/2015,FP0231
33173,728,E,FRYE,AV,S,INSP,,6/23/2016,,,,,,FP0231,1,T1,2,2,,,,,,,7/3/2015,FP0231
33173,728,E,FRYE,AV,C,INSP,F,6/24/2015,,,,,,FP0231,1,T1,2,2,SCHEDULED,,,,7/27/2015,FP0231,7/27/2015,FP0231
33173,728,E,FRYE,AV,S,INSP,,6/23/2016,,,,,,FP0231,1,T1,2,2,,,,,,,7/27/2015,FP0231
33185,918,W,LINCOLN,AV,S,INSP,,8/18/2011,,,,,,FP0295,4,E4,3,3,SCHEDULED,,,,9/2/2011,FP0295,9/2/2011,FP0295
33185,918,W,LINCOLN,AV,C,INSP,,10/19/2012,,,,,,FP0240,4,E4,2,3,SCHEDULED,,,,,,10/22/2012,FP0240
33185,918,W,LINCOLN,AV,S,INSP,,10/19/2013,,,,,,FP0240,4,E4,3,3,,,,,,,10/22/2012,FP0240
33185,918,W,LINCOLN,AV,S,INSP,,10/19/2013,,,,,,FP0240,4,E4,3,3,,,,,,,10/22/2012,FP0240
33185,918,W,LINCOLN,AV,S,INSP,,10/19/2013,,,,,,FP0240,4,E4,3,3,,,,,,,10/22/2012,FP0240
33185,918,W,LINCOLN,AV,S,INSP,,10/18/2013,,,,,,FP0240,4,E4,3,3,,,,,,,10/22/2012,FP0240
33185,918,W,LINCOLN,AV,C,INSP,,8/1/2013,,,,12:00,12:15,FP0341,4,E4,3,3,SCHEDULED,0,15,,8/1/2013,FP0341,8/1/2013,FP0341
33185,918,W,LINCOLN,AV,C,INSP,,8/7/2014,,,,,,FP0316,4,E4,2,3,SCHEDULED,,,NO VIOLATIONS,,,9/24/2014,FP0348
33185,918,W,LINCOLN,AV,C,INSP,,8/1/2013,,,,,,FP0341,4,E4,3,3,SCHEDULED,,,,9/6/2013,FP0341,9/6/2013,FP0341
33185,918,W,LINCOLN,AV,S,INSP,,8/1/2014,,,,,,FP0341,4,E4,3,3,,,,,,,9/6/2013,FP0341
33185,918,W,LINCOLN,AV,S,INSP,,8/7/2015,,,,,,FP0348,4,E4,3,3,,,,,,,9/24/2014,FP0348
33185,918,W,LINCOLN,AV,C,INSP,P,9/26/2016,,,,,,FP0240,4,E4,2,3,SCHEDULED,,,NO VIOLATIONS,9/28/2016,FP0240,9/28/2016,FP0240
33185,918,W,LINCOLN,AV,S,INSP,,9/26/2017,,,,,,FP0240,4,E4,2,3,,,,,,,9/28/2016,FP0240
33205,6832,N,FROSTWOOD PKWY,ST,S,INSP,,5/16/2011,,,,,,FP0201,19,E19,2,,EXISTING,,,,6/28/2011,FP0201,6/28/2011,FP0201
33205,6832,N,FROSTWOOD PKWY,ST,S,INSP,,5/15/2012,,,,,,FP0201,19,E19,2,,,,,,,,6/28/2011,FP0201
33205,6832,N,FROSTWOOD PKWY,ST,C,INSP,P,6/5/2012,,,,,,FP0405,19,E19,1,,SCHEDULED,,,,7/23/2012,FP0405,7/23/2012,FP0405
33205,6832,N,FROSTWOOD PKWY,ST,S,INSP,,6/5/2013,,,,,,FP0405,19,E19,1,,,,,,,,7/23/2012,FP0405
33205,6832,N,FROSTWOOD PKWY,ST,S,RE_INSP,,6/5/2013,6/5/2012,,,,,FP0405,19,E19,1,,,,,,,,7/23/2012,FP0405
33205,6832,N,FROSTWOOD PKWY,ST,S,INSP,P,6/13/2013,,,,,,FP0252,19,E19,2,,EXISTING,,,,7/22/2013,FP0252,7/22/2013,FP0252
33205,6832,N,FROSTWOOD PKWY,ST,S,INSP,,6/13/2014,,,,,,FP0252,19,E19,2,,,,,,,,7/22/2013,FP0252
33205,6832,N,FROSTWOOD PKWY,ST,C,INSP,P,6/10/2013,,,,,,FP0252,19,E19,2,,EXISTING,,,,9/26/2013,FP0252,9/26/2013,FP0252
33205,6832,N,FROSTWOOD PKWY,ST,S,INSP,,6/10/2014,,,,,,FP0252,19,E19,2,,,,,,,,9/26/2013,FP0252
33205,6832,N,FROSTWOOD PKWY,ST,C,INSP,P,8/21/2014,,,,,,FP0267,19,E19,1,,YEARLY,,,,8/21/2014,FP0267,8/21/2014,FP0267
33205,6832,N,FROSTWOOD PKWY,ST,S,INSP,,8/21/2015,,,,,,FP0267,19,E19,1,,,,,,,,8/21/2014,FP0267
33205,6832,N,FROSTWOOD PKWY,ST,C,INSP,P,7/29/2016,,,,,,FP0262,19,E19,1,,YEARLY,,,,8/28/2016,FP0262,8/28/2016,FP0262
33205,6832,N,FROSTWOOD PKWY,ST,S,INSP,,7/29/2017,,,,,,FP0262,19,E19,1,,,,,,,,8/28/2016,FP0262
33208,5904,N,CYPRESS,DR,C,INSP,P,3/16/2016,,,,,,FP0357,FHQ,I2,D,1,SCHEDULED,,,NO VIOLATIONS.,3/18/2016,FP0357,3/18/2016,FP0357
33290,2006,S,GRISWOLD,ST,S,INSP,P,10/10/2011,,,,,,FP0240,4,E4,2,3,YEARLY,,,BOWSTRING TRUSS CONSTRUCTION,10/28/2011,FP0240,10/28/2011,FP0240
33290,2006,S,GRISWOLD,ST,S,INSP,P,10/9/2012,,,,,,FP0435,4,E4,1,3,SCHEDULED,,,,,,5/24/2012,FP0435
33290,2006,S,GRISWOLD,ST,S,INSP,,10/9/2013,,,,,,FP0435,4,E4,2,3,,,,,,,5/24/2012,FP0435
33290,2006,S,GRISWOLD,ST,C,INSP,P,5/24/2012,,,,,,FP0435,4,E4,1,3,SCHEDULED,,,,5/24/2012,FP0435,5/24/2012,FP0435
33290,2006,S,GRISWOLD,ST,S,INSP,,5/24/2013,,,,,,FP0435,4,E4,2,3,,,,,,,5/24/2012,FP0435
33290,2006,S,GRISWOLD,ST,C,INSP,P,9/23/2013,,,,,,FP0240,4,E4,2,3,YEARLY,,,,9/29/2013,FP0240,9/29/2013,FP0240
33290,2006,S,GRISWOLD,ST,S,INSP,,9/23/2014,,,,,,FP0240,4,E4,2,3,,,,,,,9/29/2013,FP0240
33290,2006,S,GRISWOLD,ST,C,INSP,P,9/17/2014,,,,,,FP0309,4,E4,1,3,YEARLY,,,MIDWEST VINYL IS OUT OF BUSINESS.,9/17/2014,FP0309,9/17/2014,FP0309
33290,2006,S,GRISWOLD,ST,S,INSP,,9/17/2015,,,,,,FP0309,4,E4,1,3,,,,,,,9/17/2014,FP0309
33290,2006,S,GRISWOLD,ST,C,INSP,P,9/17/2014,,,,,,FP0309,4,E4,1,3,YEARLY,,,RTC INC IS A NEW BUSINESS WORKING OUT OF THIS ADDRESS.,9/17/2014,FP0309,9/17/2014,FP0309
33290,2006,S,GRISWOLD,ST,S,INSP,,9/17/2015,,,,,,FP0309,4,E4,1,3,,,,,,,9/17/2014,FP0309
33290,2006,S,GRISWOLD,ST,C,INSP,N,8/16/2016,,,,,,FP0309,4,E4,1,3,SCHEDULED,,,OUT OF BUISNESS,8/16/2016,FP0309,8/16/2016,FP0309
33290,2006,S,GRISWOLD,ST,S,INSP,,8/16/2017,,,,,,FP0309,4,E4,1,3,,,,,,,8/16/2016,FP0309
33331,5802,N,HAYMEADOW,CT,S,INSP,,3/13/2012,,,,,,FP0261,FHQ,I6,D,1,SCHEDULED,,,,3/14/2012,FP0261,3/14/2012,FP0261
33331,5802,N,HAYMEADOW,CT,S,INSP,,6/6/2013,,,,,,FP0261,FHQ,I4,D,1,YEARLY,,,,,,6/7/2013,FP0261
33331,5802,N,HAYMEADOW,CT,S,RE_INSP,,3/29/2012,3/13/2012,,,,,FP0261,FHQ,I6,D,1,,,,,,,3/14/2012,FP0261
33331,5802,N,HAYMEADOW,CT,C,RE_INSP,P,7/23/2013,6/6/2013,,,,,FP0261,FHQ,I4,D,1,VIOLATION,,,ALL CORRRECTED,,,1/24/2014,FP0261
33331,5802,N,HAYMEADOW,CT,N,INSP,F,8/29/2014,,,,,,FP0261,FHQ,I4,D,1,YEARLY,,,,9/3/2014,FP0261,9/3/2014,FP0261
33331,5802,N,HAYMEADOW,CT,S,INSP,,8/29/2015,,,,,,FP0261,FHQ,I4,D,1,,,,,,,9/3/2014,FP0261
33331,5802,N,HAYMEADOW,CT,S,RE_INSP,,9/18/2014,8/29/2014,,,,,FP0261,FHQ,I4,D,1,,,,,,,9/3/2014,FP0261
33493,1501,SW,JEFFERSON,AV,C,INSP,,8/22/2012,,,,,,FP0274,4,T4,1,3,YEARLY,,,,8/31/2012,FP0274,8/31/2012,FP0274
33493,1501,SW,JEFFERSON,AV,S,INSP,,8/22/2013,,,,,,FP0274,4,T4,1,3,,,,,,,8/31/2012,FP0274
33493,1501,SW,JEFFERSON,AV,C,INSP,,7/26/2013,,,,,,FP0296,4,T4,2,3,SCHEDULED,,,,9/29/2013,FP0296,9/29/2013,FP0296
33493,1501,SW,JEFFERSON,AV,S,INSP,,7/26/2014,,,,,,FP0296,4,T4,2,3,,,,,,,9/29/2013,FP0296
33493,1501,SW,JEFFERSON,AV,S,RE_INSP,,7/26/2014,7/26/2013,,,,,FP0296,4,T4,2,3,,,,,,,9/29/2013,FP0296
33493,1501,SW,JEFFERSON,AV,C,INSP,,9/17/2015,,,,,,FP0286,4,T4,3,3,SCHEDULED,,,,9/17/2015,FP0286,9/17/2015,FP0286
33493,1501,SW,JEFFERSON,AV,S,INSP,,9/16/2016,,,,,,FP0286,4,T4,3,3,,,,,,,9/17/2015,FP0286
33493,1501,SW,JEFFERSON,AV,C,INSP,,8/25/2016,,,,,,FP0274,4,T4,1,3,YEARLY,,,,8/26/2016,FP0274,8/26/2016,FP0274
33493,1501,SW,JEFFERSON,AV,S,INSP,,8/25/2017,,,,,,FP0274,4,T4,1,3,,,,,,,8/26/2016,FP0274
33651,210,,SPALDING,AV,S,INSP,,11/7/2011,,,,,,FP0257,FHQ,I6,D,4,SCHEDULED,,,,1/9/2012,FP0257,1/9/2012,FP0257
33651,210,,SPALDING,AV,C,INSP,P,3/5/2013,,,,,,FP0261,FHQ,I3,D,4,SCHEDULED,,,ALL OK,,,3/5/2013,FP0261
33651,210,,SPALDING,AV,S,INSP,F,2/13/2014,,,,,,FP0257,FHQ,I3,D,1,SCHEDULED,,,,5/17/2016,FP0257,5/17/2016,FP0257
33651,210,,SPALDING,AV,C,INSP,P,5/16/2016,,,,,,FP0257,FHQ,I3,D,2,SCHEDULED,,,NO VIOLATIONS,,,5/17/2016,FP0257
33651,210,,SPALDING,AV,C,INSP,P,5/12/2015,,,,,,FP0257,FHQ,I3,D,2,SCHEDULED,,,NO VIOLATIONS,,,5/17/2016,FP0257
33651,210,,SPALDING,AV,S,INSP,,5/16/2017,,,,,,FP0257,FHQ,I3,D,2,,,,,,,5/17/2016,FP0257
33655,1819,SW,ADAMS,ST,S,INSP,,8/28/2011,,,,,,FP0274,4,T4,1,3,YEARLY,,,,8/28/2011,FP0274,8/28/2011,FP0274
33655,1819,SW,ADAMS,ST,S,INSP,,8/27/2012,,,,,,FP0274,4,T4,1,3,,,,,,,8/28/2011,FP0274
33655,1819,SW,ADAMS,ST,C,INSP,P,7/25/2012,,,,,,FP0278,4,T4,3,3,EXISTING,,,,7/25/2012,FP0278,7/25/2012,FP0278
33655,1819,SW,ADAMS,ST,S,INSP,,7/25/2013,,,,,,FP0278,4,T4,3,3,,,,,,,7/25/2012,FP0278
33655,1819,SW,ADAMS,ST,S,RE_INSP,,7/25/2013,7/25/2012,,,,,FP0278,4,T4,3,3,,,,,,,7/25/2012,FP0278
33655,1819,SW,ADAMS,ST,C,INSP,P,8/5/2013,,,,,,FP0274,4,T4,1,3,YEARLY,,,,8/5/2013,FP0274,9/4/2013,FP0274
33655,1819,SW,ADAMS,ST,S,INSP,,8/5/2014,,,,,,FP0274,4,T4,1,3,,,,,,,8/5/2013,FP0274
33655,1819,SW,ADAMS,ST,C,INSP,P,7/3/2014,,,,,,FP0286,4,T4,3,4,SCHEDULED,,,,7/9/2014,FP0286,7/9/2014,FP0286
33655,1819,SW,ADAMS,ST,S,INSP,,7/3/2015,,,,,,FP0286,4,T4,3,4,,,,,,,7/9/2014,FP0286
33655,1819,SW,ADAMS,ST,C,INSP,P,9/28/2015,,,,,,FP0336,4,T4,2,4,SCHEDULED,,,,9/28/2015,FP0240,9/28/2015,FP0240
33655,1819,SW,ADAMS,ST,S,INSP,,9/27/2016,,,,,,FP0240,4,T4,3,4,,,,,,,9/28/2015,FP0240
33674,2606,N,KNOXVILLE,AV,C,INSP,,8/9/2011,,,,,,FP0278,10,E10,3,3,EXISTING,,,OUT OF BUSINESS,8/9/2011,FP0278,8/9/2011,FP0278
33674,2606,N,KNOXVILLE,AV,S,INSP,,8/8/2012,,,,,,FP0278,10,E10,3,3,,,,,,,8/9/2011,FP0278
33674,2606,N,KNOXVILLE,AV,S,RE_INSP,,8/8/2012,8/9/2011,,,,,FP0278,10,E10,3,3,,,,,,,8/9/2011,FP0278
33674,2606,N,KNOXVILLE,AV,C,INSP,F,9/19/2012,,,,,,FP0218,10,E10,2,3,EXISTING,,,PROPERTY VACANT AND NOT SECURED.  FORMERLY SONITROL SECURITY AND THE BASSMENT,9/22/2012,FP0218,9/22/2012,FP0218
33674,2606,N,KNOXVILLE,AV,S,INSP,,9/19/2013,,,,,,FP0218,10,E10,2,3,,,,,,,9/22/2012,FP0218
33674,2606,N,KNOXVILLE,AV,S,INSP,F,7/8/2014,,,,,,FP0296,10,E10,2,3,SCHEDULED,,,,9/15/2014,FP0296,9/15/2014,FP0296
33674,2606,N,KNOXVILLE,AV,S,INSP,,7/8/2015,,,,,,FP0296,10,E10,2,3,,,,,,,9/15/2014,FP0296
33674,2606,N,KNOXVILLE,AV,S,RE_INSP,,7/8/2015,7/8/2014,,,,,FP0296,10,E10,2,3,,,,,,,9/15/2014,FP0296
33692,1700,W,WAR MEMORIAL,DR,C,INSP,P,10/10/2011,,,,,,FP0236,11,R2,2,,SCHEDULED,,,,10/10/2011,FP0236,10/10/2011,FP0236
33692,1700,W,WAR MEMORIAL,DR,S,INSP,,10/9/2012,,,,,,FP0236,11,R2,2,,,,,,,,10/10/2011,FP0236
33692,1700,W,WAR MEMORIAL,DR,C,INSP,P,9/18/2012,,,,,,FP0237,11,R2,1,,SCHEDULED,,,NO VIOLATIONS FOUND,9/18/2012,FP0237,9/18/2012,FP0237
33692,1700,W,WAR MEMORIAL,DR,S,INSP,,9/18/2013,,,,,,FP0237,11,R2,2,,,,,,,,9/18/2012,FP0237
33692,1700,W,WAR MEMORIAL,DR,C,INSP,P,8/18/2015,,,,,,FP0317,11,R2,3,,YEARLY,,,,9/2/2015,FP0317,9/2/2015,FP0317
33692,1700,W,WAR MEMORIAL,DR,S,INSP,,8/17/2016,,,,,,FP0317,11,R2,2,,,,,,,,9/2/2015,FP0317
33692,1700,W,WAR MEMORIAL,DR,C,INSP,P,9/6/2016,,,,,,FP0234,11,R2,1,,SCHEDULED,,,,9/18/2016,FP0234,9/18/2016,FP0234
33692,1700,W,WAR MEMORIAL,DR,S,INSP,,9/6/2017,,,,,,FP0234,11,R2,2,,,,,,,,9/18/2016,FP0234
33694,1506,NE,JEFFERSON,AV,N,INSP,,7/22/2011,,,,,,FP0224,12,E12,3,,SCHEDULED,,,4 EXIT SIGNS OUT.,7/22/2011,FP0224,7/22/2011,FP0224
33694,1506,NE,JEFFERSON,AV,S,INSP,,7/21/2012,,,,,,FP0224,12,E12,3,,,,,,,,7/22/2011,FP0224
33694,1506,NE,JEFFERSON,AV,S,RE_INSP,,8/15/2011,7/22/2011,,,,,FP0224,12,E12,3,,,,,,,,7/22/2011,FP0224
33694,1506,NE,JEFFERSON,AV,C,RE_INSP,,8/3/2011,7/22/2011,,,,,FP0224,12,E12,3,,SCHEDULED,,,ALL VIOLATION CORRECTED. $ EXIT SIGNS WERE REPAIRED 08/03/2011 ,8/3/2011,FP0224,8/3/2011,FP0224
33694,1506,NE,JEFFERSON,AV,S,INSP,,8/2/2012,,,,,,FP0224,12,E12,3,,,,,,,,8/3/2011,FP0224
33694,1506,NE,JEFFERSON,AV,S,INSP,N,7/12/2012,,,,,,FP0296,12,E12,2,,SCHEDULED,,,,7/27/2012,FP0296,7/27/2012,FP0296
33694,1506,NE,JEFFERSON,AV,S,INSP,,7/12/2013,,,,,,FP0296,12,E12,2,,,,,,,,7/27/2012,FP0296
33694,1506,NE,JEFFERSON,AV,S,RE_INSP,,7/12/2013,7/12/2012,,,,,FP0296,12,E12,2,,,,,,,,7/27/2012,FP0296
33694,1506,NE,JEFFERSON,AV,S,INSP,N,7/17/2014,,,,,,FP0270,12,E12,2,3,SCHEDULED,,,OUT OF BUSINESS,7/17/2014,FP0270,7/17/2014,FP0270
33694,1506,NE,JEFFERSON,AV,S,INSP,,7/17/2015,,,,,,FP0270,12,E12,2,3,,,,,,,7/17/2014,FP0270
33758,5908,N,CYPRESS,DR,C,INSP,P,5/8/2012,,,,,,FP0261,FHQ,I4,D,2,YEARLY,,,ALL OK,5/9/2012,FP0261,5/9/2012,FP0261
33758,5908,N,CYPRESS,DR,S,INSP,,5/8/2013,,,,,,FP0261,FHQ,I4,D,2,,,,,,,5/9/2012,FP0261
33758,5908,N,CYPRESS,DR,N,INSP,F,3/16/2016,,,,,,FP0357,FHQ,I2,D,1,SCHEDULED,,,,3/18/2016,FP0357,3/18/2016,FP0357
33758,5908,N,CYPRESS,DR,N,RE_INSP,F,4/14/2016,3/16/2016,,,,,FP0357,FHQ,I2,D,1,VIOLATION,,,DOOR BY 1105 HAS BEEN FIXED. DOOR BY 1109 STILL NEEDS ADJUSTED.,,,4/15/2016,FP0357
33758,5908,N,CYPRESS,DR,S,RE_INSP,F,5/12/2016,4/14/2016,,,,,FP0357,FHQ,I2,D,1,VIOLATION,,,VIOLATION NOT CORRECTED.,,,5/13/2016,FP0357
33758,5908,N,CYPRESS,DR,C,RE_INSP,P,5/23/2016,5/12/2016,,,,,FP0357,FHQ,I2,D,1,VIOLATION,,,VIOLATION HAS BEEN CORRECTED.,,,5/27/2016,FP0357
33765,5801,N,CYPRESS,DR,C,INSP,P,3/16/2016,,,,,,FP0357,FHQ,I2,D,1,SCHEDULED,,,NO VIOLATIONS.,3/18/2016,FP0357,3/18/2016,FP0357
33805,210,NE,MADISON,AV,S,INSP,,6/9/2011,,,,,,FP0285,1,E1,2,,EXISTING,,,NO VIOLATIONS,10/10/2011,FP0285,10/29/2011,FP0285
33805,210,NE,MADISON,AV,S,INSP,,6/8/2012,,,,,,FP0285,,E1,2,,,,,,,,10/10/2011,FP0285
33805,210,NE,MADISON,AV,S,INSP,,6/8/2012,,,,,,FP0285,,E1,2,,,,,,,,10/29/2011,FP0285
33805,210,NE,MADISON,AV,C,INSP,,6/11/2011,,,,,,FP0263,1,E1,1,2,SCHEDULED,,,,6/11/2012,FP0263,6/11/2012,FP0263
33805,210,NE,MADISON,AV,S,INSP,,6/10/2012,,,,,,FP0263,1,E1,1,2,,,,,,,6/11/2012,FP0263
33805,210,NE,MADISON,AV,C,INSP,,5/13/2014,,,,,,FP0295,1,E1,3,2,SCHEDULED,,,,5/16/2014,FP0295,5/16/2014,FP0295
33805,210,NE,MADISON,AV,S,INSP,,5/13/2015,,,,,,FP0295,1,E1,3,2,,,,,,,5/16/2014,FP0295
33805,210,NE,MADISON,AV,C,INSP,,6/9/2015,,,,,,FP0277,1,E1,2,2,YEARLY,,,NO VIOLATIONS,6/9/2015,FP0277,6/9/2015,FP0277
33805,210,NE,MADISON,AV,S,INSP,,6/8/2016,,,,,,FP0277,1,E1,2,2,,,,,,,6/9/2015,FP0277
33805,210,NE,MADISON,AV,S,RE_INSP,,6/8/2016,6/9/2015,,,,,FP0277,1,E1,2,2,,,,,,,6/9/2015,FP0277
33826,7400,N,ALLEN,RD,C,INSP,P,7/15/2011,,,,,,FP0259,16,T14,2,,SCHEDULED,,,NO VIOLATIONS,9/13/2011,FP0259,9/13/2011,FP0259
33826,7400,N,ALLEN,RD,S,INSP,,7/13/2012,,,,,,FP0259,,,,,,,,,,,9/13/2011,FP0259
33826,7400,N,ALLEN,RD,S,INSP,,7/13/2012,,,,,,FP0259,,,,,,,,,,,9/13/2011,FP0259
33826,7400,N,ALLEN,RD,C,INSP,P,6/13/2014,,,,,,FP0326,16,T14,1,,SCHEDULED,,,,6/16/2014,FP0326,6/16/2014,FP0326
33826,7400,N,ALLEN,RD,S,INSP,,6/13/2015,,,,,,FP0326,16,T14,1,,,,,,,,6/16/2014,FP0326
33847,2920,W,LAKE,AV,S,INSP,,8/2/2011,,,,,,FP0248,13,E13,2,,SCHEDULED,,,NO VIOLATIONS FOUND,9/7/2011,FP0248,9/7/2011,FP0248
33847,2920,W,LAKE,AV,S,INSP,,8/1/2012,,,,,,FP0248,13,E13,2,,,,,,,,9/7/2011,FP0248
33847,2920,W,LAKE,AV,S,RE_INSP,,8/1/2012,8/2/2011,,,,,FP0248,13,E13,2,,,,,,,,9/7/2011,FP0248
33847,2920,W,LAKE,AV,S,INSP,,8/1/2012,,,,,,FP0248,13,E13,2,,,,,,,,9/7/2011,FP0248
33847,2920,W,LAKE,AV,S,RE_INSP,,8/1/2012,8/2/2011,,,,,FP0248,13,E13,2,,,,,,,,9/7/2011,FP0248
33847,2920,W,LAKE,AV,S,INSP,,8/1/2012,,,,,,FP0248,13,E13,2,,,,,,,,9/7/2011,FP0248
33847,2920,W,LAKE,AV,S,RE_INSP,,8/1/2012,8/2/2011,,,,,FP0248,13,E13,2,,,,,,,,9/7/2011,FP0248
33847,2920,W,LAKE,AV,S,INSP,,9/24/2012,,,,,,FP0262,13,E13,1,,SCHEDULED,,,,10/21/2012,FP0262,10/21/2012,FP0262
33847,2920,W,LAKE,AV,S,INSP,,9/24/2013,,,,,,FP0262,13,E13,1,,,,,,,,10/21/2012,FP0262
33847,2920,W,LAKE,AV,S,INSP,,9/24/2013,,,,,,FP0262,13,E13,1,,,,,,,,10/21/2012,FP0262
